Id,y
50228,1.83496
50229,2.31366
50230,1.41631
50231,1.94387
50232,2.18023
50233,2.45954
50234,2.04396
50235,1.18202
50236,1.42654
50237,1.82195
50238,1.83417
50239,2.24452
50240,1.63733
50241,1.30228
50242,2.12612
50243,2.10296
50244,1.15235
50245,1.67655
50246,2.42257
50247,1.23248
50248,2.51271
50249,2.59629
50250,2.17899
50251,1.57156
50252,1.92309
50253,2.27167
50254,2.02265
50255,1.86753
50256,1.91314
50257,2.04558
50258,1.87334
50259,2.11344
50260,1.02833
50261,2.16059
50262,1.72878
50263,1.61237
50264,1.12287
50265,2.03721
50266,1.81567
50267,2.18332
50268,1.64629
50269,1.51662
50270,2.41374
50271,2.17682
50272,2.15027
50273,2.33807
50274,1.87213
50275,1.12607
50276,1.71797
50277,1.69021
50278,1.35232
50279,1.68780
50280,2.38230
50281,1.82073
50282,2.22633
50283,2.08059
50284,1.69438
50285,1.51792
50286,1.93313
50287,2.51697
50288,2.27383
50289,1.50652
50290,2.35113
50291,2.18196
50292,1.53975
50293,2.36193
50294,1.60641
50295,1.68100
50296,2.61370
50297,1.86022
50298,2.17729
50299,2.14059
50300,1.93818
50301,1.76729
50302,2.32203
50303,2.09856
50304,1.82704
50305,1.05575
50306,1.28370
50307,2.00371
50308,2.15537
50309,1.32057
50310,2.52965
50311,1.67609
50312,2.16950
50313,2.30340
50314,1.39787
50315,1.79148
50316,1.77485
50317,1.56780
50318,2.32016
50319,1.85262
50320,2.12268
50321,2.17081
50322,2.56738
50323,1.39736
50324,1.74502
50325,2.22432
50326,2.21650
50327,1.83017
50328,1.99692
50329,1.45223
50330,1.95586
50331,1.92345
50332,1.77967
50333,1.51497
50334,1.69735
50335,1.78518
50336,2.05465
50337,1.16828
50338,1.79413
50339,1.90364
50340,1.73919
50341,1.69622
50342,1.97412
50343,1.54908
50344,1.91003
50345,2.18572
50346,1.30330
50347,2.07025
50348,2.23020
50349,1.25358
50350,2.19392
50351,1.66993
50352,1.72017
50353,1.38323
50354,1.32639
50355,1.55499
50356,1.74018
50357,1.94017
50358,1.94003
50359,1.73953
50360,1.89086
50361,2.13511
50362,1.87505
50363,1.45937
50364,1.74296
50365,1.62911
50366,2.18506
50367,1.64742
50368,2.18983
50369,2.35721
50370,2.84280
50371,2.29388
50372,1.74123
50373,1.94332
50374,2.03121
50375,1.69280
50376,2.05117
50377,1.15685
50378,2.17009
50379,1.82318
50380,2.15862
50381,1.51968
50382,2.21006
50383,2.20283
50384,2.00431
50385,1.92529
50386,1.13075
50387,2.06243
50388,1.62833
50389,2.29500
50390,1.78159
50391,2.23410
50392,1.71205
50393,1.77824
50394,1.43186
50395,1.76253
50396,2.01961
50397,1.82623
50398,1.48440
50399,1.70832
50400,2.38043
50401,1.54671
50402,1.59722
50403,1.92823
50404,1.83195
50405,2.08492
50406,2.31058
50407,2.19015
50408,2.15091
50409,1.51902
50410,1.62580
50411,1.86367
50412,2.58619
50413,1.85373
50414,1.60864
50415,1.44928
50416,1.38000
50417,1.87375
50418,1.84142
50419,1.68002
50420,1.94535
50421,2.31227
50422,1.83188
50423,2.53116
50424,1.44566
50425,2.02284
50426,1.83974
50427,2.08734
50428,2.28844
50429,2.21159
50430,1.93970
50431,2.05751
50432,1.85101
50433,1.44228
50434,2.21196
50435,2.27485
50436,2.01615
50437,1.84214
50438,1.39783
50439,1.86947
50440,1.30782
50441,2.18237
50442,2.18699
50443,1.50926
50444,1.66779
50445,1.39297
50446,1.77235
50447,1.49545
50448,1.22457
50449,2.29838
50450,1.94063
50451,2.34403
50452,2.30192
50453,2.38116
50454,2.53579
50455,2.01087
50456,1.73565
50457,1.14429
50458,1.65174
50459,1.72414
50460,2.13193
50461,1.93488
50462,2.37564
50463,1.95901
50464,1.36718
50465,1.08017
50466,1.17328
50467,2.50095
50468,2.19622
50469,1.77953
50470,1.49872
50471,1.84350
50472,1.82906
50473,1.63726
50474,1.69041
50475,1.50839
50476,1.42147
50477,2.33118
50478,2.27011
50479,2.27593
50480,1.86384
50481,2.15970
50482,2.41441
50483,1.73694
50484,1.57348
50485,1.53029
50486,2.07029
50487,2.39468
50488,1.72469
50489,2.09749
50490,1.71056
50491,2.26698
50492,2.54271
50493,1.97609
50494,2.17715
50495,1.18366
50496,1.69369
50497,2.20678
50498,2.11803
50499,1.18086
50500,1.65193
50501,1.69225
50502,1.69797
50503,1.79473
50504,1.53642
50505,1.97958
50506,1.37657
50507,2.52415
50508,2.03902
50509,1.08206
50510,1.64272
50511,1.64772
50512,2.27276
50513,2.34804
50514,2.02086
50515,1.49898
50516,2.13234
50517,2.20584
50518,1.20712
50519,1.30468
50520,1.95426
50521,1.80523
50522,1.85730
50523,1.85999
50524,2.40314
50525,1.82510
50526,1.82698
50527,1.61233
50528,1.74606
50529,1.14842
50530,1.81083
50531,1.86946
50532,2.20997
50533,1.59054
50534,1.64692
50535,1.97528
50536,2.10295
50537,1.71687
50538,2.15531
50539,1.94375
50540,2.44522
50541,1.96114
50542,1.67069
50543,1.33511
50544,1.64628
50545,2.13836
50546,2.37179
50547,1.87469
50548,2.57352
50549,2.11715
50550,1.51306
50551,1.87962
50552,1.37825
50553,2.16475
50554,2.26062
50555,2.19165
50556,1.44320
50557,2.72242
50558,1.61422
50559,2.48037
50560,1.64914
50561,1.85752
50562,2.23666
50563,1.82570
50564,2.03174
50565,2.55612
50566,1.90143
50567,2.42980
50568,1.52128
50569,2.03668
50570,1.85325
50571,2.54158
50572,2.11574
50573,2.03034
50574,1.87528
50575,1.96559
50576,1.56723
50577,1.98707
50578,2.21682
50579,2.26476
50580,1.69957
50581,2.15052
50582,2.28426
50583,2.23444
50584,1.19878
50585,1.94715
50586,2.20017
50587,1.32904
50588,2.30778
50589,1.88616
50590,1.77357
50591,2.39495
50592,2.54532
50593,2.38326
50594,2.12124
50595,1.53956
50596,1.96110
50597,1.72093
50598,1.14204
50599,1.65427
50600,1.40258
50601,1.42927
50602,2.15966
50603,1.26955
50604,1.17209
50605,1.26482
50606,1.78891
50607,2.11946
50608,2.33734
50609,2.31971
50610,2.35700
50611,1.69331
50612,1.77026
50613,2.39648
50614,1.08272
50615,1.82525
50616,1.89704
50617,2.00647
50618,1.84069
50619,2.36585
50620,1.25026
50621,1.24939
50622,2.11896
50623,2.26173
50624,2.13984
50625,1.71956
50626,1.89134
50627,1.82008
50628,2.51832
50629,1.72013
50630,2.29548
50631,1.92659
50632,1.93783
50633,2.39773
50634,2.04156
50635,1.94883
50636,1.97265
50637,1.75831
50638,2.19288
50639,1.80704
50640,1.50235
50641,2.10860
50642,2.11367
50643,1.80494
50644,1.51177
50645,1.58800
50646,2.11493
50647,1.85145
50648,1.25414
50649,1.76250
50650,1.66510
50651,1.67402
50652,2.33730
50653,1.65789
50654,2.24824
50655,1.87803
50656,1.53588
50657,0.92411
50658,1.64047
50659,2.42401
50660,2.25841
50661,1.89177
50662,1.93639
50663,1.74764
50664,2.20754
50665,1.57960
50666,1.82892
50667,2.06387
50668,1.15822
50669,2.62544
50670,1.71143
50671,1.99877
50672,1.56225
50673,1.38756
50674,1.95711
50675,2.32477
50676,2.48433
50677,1.42472
50678,2.00338
50679,1.71632
50680,2.35900
50681,2.24988
50682,1.00776
50683,2.16902
50684,2.14578
50685,1.91941
50686,1.57923
50687,1.94338
50688,1.35830
50689,2.22929
50690,2.52015
50691,2.01352
50692,1.64992
50693,1.67826
50694,2.22836
50695,2.13718
50696,2.29622
50697,0.94789
50698,1.78770
50699,2.17950
50700,1.45663
50701,2.17376
50702,1.49342
50703,2.44240
50704,1.85013
50705,1.79710
50706,1.31428
50707,1.57881
50708,1.58999
50709,1.82274
50710,2.50084
50711,1.49877
50712,1.88186
50713,1.67296
50714,1.57739
50715,1.32780
50716,1.25796
50717,1.78144
50718,2.41887
50719,2.26771
50720,1.26543
50721,1.37129
50722,1.89932
50723,1.21473
50724,1.72263
50725,1.48827
50726,1.54682
50727,1.79283
50728,2.23068
50729,1.81683
50730,1.36243
50731,1.49295
50732,2.20899
50733,1.05379
50734,1.47263
50735,1.86754
50736,1.41677
50737,1.59035
50738,1.63848
50739,1.81325
50740,1.75894
50741,1.69015
50742,2.14899
50743,2.13878
50744,1.87709
50745,1.59162
50746,1.77968
50747,1.83425
50748,1.45570
50749,0.98071
50750,0.94083
50751,1.29016
50752,1.82297
50753,1.52027
50754,1.86681
50755,1.55669
50756,1.73761
50757,1.92797
50758,1.28047
50759,1.42120
50760,1.56734
50761,1.81404
50762,2.47664
50763,1.59861
50764,1.97354
50765,1.39047
50766,2.15543
50767,2.28653
50768,1.08029
50769,2.67082
50770,2.47284
50771,1.69756
50772,2.36075
50773,1.83812
50774,1.18148
50775,2.38733
50776,2.14249
50777,1.61462
50778,2.11978
50779,1.84602
50780,1.80916
50781,1.56689
50782,2.29072
50783,1.32495
50784,1.34390
50785,1.74716
50786,1.06590
50787,2.11147
50788,1.79851
50789,2.45891
50790,1.87275
50791,1.88365
50792,2.31607
50793,1.71008
50794,1.30356
50795,2.10955
50796,0.94035
50797,2.19117
50798,2.21010
50799,2.27852
50800,1.60415
50801,2.05725
50802,1.76845
50803,1.59897
50804,2.18759
50805,1.95886
50806,1.97392
50807,1.46380
50808,1.84818
50809,1.50507
50810,1.46080
50811,1.55442
50812,1.84497
50813,1.92155
50814,2.39588
50815,2.62658
50816,1.60957
50817,1.62205
50818,1.73595
50819,1.88220
50820,2.21186
50821,2.06287
50822,1.69925
50823,2.06409
50824,1.97182
50825,1.93841
50826,1.93533
50827,1.62053
50828,1.62842
50829,1.88753
50830,1.32060
50831,2.22237
50832,2.45674
50833,1.40520
50834,2.53644
50835,1.74486
50836,2.00432
50837,1.49340
50838,1.82416
50839,2.49599
50840,1.75754
50841,1.34916
50842,2.18845
50843,1.79122
50844,1.39135
50845,2.16812
50846,2.45099
50847,2.19154
50848,2.32671
50849,1.69457
50850,1.42500
50851,1.45033
50852,1.74315
50853,2.23223
50854,1.87772
50855,1.76797
50856,1.66937
50857,2.37260
50858,1.45062
50859,1.92624
50860,1.40196
50861,1.56258
50862,2.08147
50863,1.75972
50864,2.56154
50865,1.50207
50866,1.50361
50867,1.44874
50868,1.54055
50869,1.95322
50870,1.97563
50871,1.89152
50872,1.19376
50873,1.69716
50874,1.99697
50875,1.71572
50876,1.90738
50877,1.90947
50878,1.32485
50879,1.69457
50880,1.89940
50881,1.66596
50882,1.80300
50883,1.81159
50884,2.02202
50885,1.91393
50886,2.19337
50887,1.27564
50888,1.71492
50889,1.85662
50890,1.28697
50891,1.74448
50892,1.73635
50893,2.24578
50894,1.82380
50895,2.11938
50896,1.40120
50897,1.90455
50898,1.95448
50899,2.09283
50900,2.07064
50901,1.66299
50902,2.38648
50903,1.43276
50904,1.92101
50905,1.50850
50906,1.54907
50907,1.20905
50908,2.10030
50909,1.65079
50910,1.99386
50911,1.61057
50912,1.94510
50913,1.29805
50914,2.20033
50915,1.45289
50916,1.84911
50917,1.49896
50918,1.27439
50919,1.62299
50920,2.46617
50921,1.76297
50922,1.44887
50923,1.68531
50924,2.42308
50925,1.66451
50926,2.00938
50927,2.38411
50928,2.58249
50929,1.21572
50930,2.09701
50931,1.65113
50932,1.69035
50933,1.66341
50934,1.94586
50935,1.52053
50936,2.47991
50937,2.36739
50938,2.23117
50939,1.83219
50940,1.86942
50941,2.18007
50942,1.70793
50943,1.60363
50944,2.66209
50945,2.27937
50946,1.65386
50947,2.42466
50948,2.19743
50949,2.05997
50950,1.78769
50951,2.40466
50952,2.49094
50953,1.40874
50954,2.16095
50955,1.91883
50956,1.51562
50957,2.22323
50958,1.53661
50959,2.19055
50960,1.90771
50961,1.72816
50962,2.54197
50963,2.51685
50964,1.46179
50965,1.46967
50966,1.48374
50967,1.95060
50968,2.41593
50969,2.00152
50970,1.71570
50971,2.05713
50972,1.63711
50973,1.28654
50974,1.91652
50975,2.23493
50976,1.15116
50977,2.21165
50978,1.40790
50979,1.86170
50980,2.34054
50981,2.29266
50982,2.34985
50983,1.73590
50984,1.40207
50985,1.78620
50986,1.87116
50987,1.72730
50988,1.62894
50989,2.30712
50990,1.22478
50991,1.98181
50992,2.12388
50993,1.96394
50994,2.14374
50995,1.28860
50996,1.04560
50997,1.88519
50998,2.31234
50999,1.88824
51000,1.66445
51001,2.12461
51002,2.23882
51003,1.89273
51004,1.79590
51005,1.86119
51006,2.22582
51007,2.55000
51008,1.45638
51009,1.84033
51010,2.25387
51011,2.05205
51012,1.55259
51013,1.21365
51014,1.89664
51015,1.27131
51016,1.99478
51017,1.97116
51018,1.85900
51019,1.75452
51020,1.77618
51021,2.04585
51022,1.83742
51023,2.43415
51024,1.50225
51025,2.28634
51026,2.03606
51027,2.70341
51028,1.98502
51029,2.31806
51030,2.48755
51031,1.60843
51032,1.50450
51033,1.59521
51034,1.99878
51035,2.62528
51036,2.29381
51037,2.57985
51038,1.55520
51039,2.17730
51040,2.07063
51041,1.88816
51042,1.77380
51043,1.54894
51044,2.34808
51045,2.25415
51046,2.33565
51047,1.87562
51048,1.49423
51049,2.41042
51050,2.16375
51051,2.40967
51052,1.93611
51053,1.96788
51054,1.91199
51055,1.93659
51056,1.90956
51057,1.48621
51058,2.14931
51059,2.48139
51060,1.41376
51061,1.80005
51062,2.23715
51063,2.19940
51064,2.54948
51065,2.13241
51066,2.22739
51067,0.80739
51068,1.85986
51069,2.41449
51070,1.68891
51071,1.55848
51072,1.22461
51073,1.81015
51074,1.99409
51075,1.91831
51076,1.23878
51077,2.49576
51078,2.13748
51079,1.48391
51080,1.32971
51081,1.77209
51082,2.29371
51083,1.54270
51084,2.22519
51085,2.03139
51086,1.32058
51087,1.49605
51088,1.59372
51089,1.26731
51090,2.13393
51091,1.73342
51092,1.39223
51093,1.81791
51094,0.96315
51095,1.40447
51096,1.66755
51097,2.24028
51098,2.33441
51099,1.60482
51100,1.27649
51101,1.80881
51102,2.35102
51103,2.54067
51104,2.19936
51105,1.59620
51106,2.22677
51107,2.08222
51108,1.56146
51109,1.77516
51110,1.33015
51111,2.17161
51112,1.33295
51113,1.81618
51114,1.94878
51115,2.23799
51116,2.18158
51117,1.68814
51118,1.35999
51119,2.11306
51120,1.79875
51121,2.66448
51122,2.41476
51123,2.11144
51124,2.37279
51125,1.45122
51126,2.58545
51127,2.19584
51128,1.64877
51129,2.25429
51130,2.05168
51131,2.47330
51132,1.61526
51133,1.77923
51134,1.28074
51135,2.44978
51136,1.00138
51137,1.45751
51138,2.39314
51139,0.92608
51140,1.93608
51141,1.43113
51142,1.89378
51143,1.33755
51144,1.41719
51145,1.25108
51146,2.00219
51147,2.42301
51148,2.30030
51149,2.05136
51150,2.02951
51151,1.99093
51152,2.50068
51153,1.75365
51154,1.63755
51155,2.09894
51156,1.33549
51157,2.21831
51158,2.03435
51159,1.47075
51160,2.01143
51161,2.00939
51162,1.51552
51163,1.69713
51164,1.73080
51165,2.26576
51166,2.12403
51167,1.83739
51168,1.39720
51169,2.05460
51170,2.27031
51171,1.65241
51172,1.61972
51173,2.77864
51174,1.92065
51175,1.84588
51176,1.51539
51177,1.34706
51178,2.29732
51179,1.91929
51180,2.24666
51181,1.95879
51182,2.05770
51183,1.70344
51184,2.41508
51185,2.63977
51186,2.36162
51187,1.72381
51188,2.18966
51189,2.23341
51190,1.81134
51191,2.53217
51192,1.94966
51193,2.26037
51194,2.29460
51195,1.63221
51196,1.71329
51197,1.97681
51198,1.73335
51199,2.58463
51200,1.78398
51201,1.71643
51202,2.07560
51203,1.90738
51204,1.27491
51205,2.63876
51206,1.90633
51207,1.95184
51208,1.94211
51209,2.20540
51210,2.24679
51211,2.61661
51212,1.88888
51213,1.49442
51214,1.06816
51215,2.30858
51216,2.12992
51217,2.40890
51218,2.32361
51219,1.81019
51220,2.11899
51221,1.64197
51222,1.50266
51223,1.94673
51224,1.65609
51225,2.40018
51226,1.72452
51227,1.42655
51228,1.73642
51229,2.34026
51230,1.98950
51231,2.27193
51232,1.77708
51233,2.41029
51234,2.01089
51235,2.03182
51236,2.08128
51237,1.72009
51238,2.11273
51239,1.71448
51240,1.58222
51241,2.17568
51242,1.35089
51243,2.22514
51244,1.41238
51245,2.39552
51246,2.12603
51247,1.30610
51248,1.93716
51249,1.69270
51250,2.26396
51251,2.08295
51252,2.51007
51253,1.69468
51254,1.89847
51255,1.62158
51256,1.48474
51257,1.17872
51258,2.19715
51259,1.59047
51260,2.17300
51261,1.82429
51262,2.06216
51263,1.86538
51264,2.42414
51265,2.02690
51266,2.24674
51267,1.69135
51268,1.80827
51269,1.73884
51270,0.96407
51271,2.17321
51272,1.38490
51273,1.52265
51274,2.08969
51275,2.36678
51276,1.37516
51277,1.92528
51278,1.47643
51279,1.64513
51280,1.92843
51281,1.58773
51282,2.32301
51283,1.98648
51284,1.65492
51285,2.27353
51286,2.36871
51287,1.97058
51288,2.35850
51289,2.03923
51290,1.43777
51291,2.17505
51292,1.70875
51293,1.24991
51294,2.08453
51295,2.22385
51296,1.29595
51297,2.39004
51298,1.36987
51299,1.90686
51300,2.36075
51301,1.64037
51302,2.18840
51303,2.60441
51304,2.05815
51305,2.62486
51306,2.08803
51307,1.27149
51308,2.47960
51309,2.26571
51310,1.76543
51311,2.08399
51312,1.07468
51313,2.02623
51314,1.91224
51315,2.43197
51316,1.56424
51317,2.03139
51318,1.39976
51319,2.40261
51320,1.49473
51321,1.82227
51322,1.71079
51323,1.97379
51324,1.84440
51325,1.98444
51326,1.75807
51327,2.10704
51328,2.28184
51329,1.16089
51330,1.91053
51331,2.30668
51332,1.87565
51333,2.21430
51334,1.72668
51335,1.37155
51336,1.86991
51337,1.33107
51338,1.46183
51339,1.86368
51340,2.15452
51341,1.13178
51342,2.35412
51343,1.82325
51344,2.22112
51345,1.24048
51346,1.46377
51347,1.16342
51348,1.73894
51349,1.56982
51350,2.37680
51351,1.64558
51352,2.12759
51353,1.97254
51354,1.82157
51355,2.29782
51356,1.56488
51357,1.49733
51358,1.31731
51359,2.30109
51360,1.46673
51361,1.63804
51362,1.85294
51363,1.70148
51364,1.50451
51365,1.94080
51366,2.49201
51367,1.43442
51368,2.22145
51369,1.98534
51370,1.83469
51371,2.29470
51372,1.63659
51373,1.59422
51374,2.25397
51375,2.29306
51376,2.29796
51377,2.31274
51378,1.25715
51379,1.60333
51380,2.12194
51381,1.55044
51382,2.56162
51383,2.18962
51384,1.63638
51385,1.41097
51386,1.92484
51387,1.97392
51388,1.48420
51389,2.67514
51390,2.07728
51391,1.87142
51392,1.83375
51393,2.42510
51394,2.34858
51395,2.21191
51396,1.18836
51397,1.66819
51398,1.57648
51399,1.16911
51400,1.83877
51401,2.28339
51402,2.50475
51403,2.21584
51404,1.55420
51405,1.28800
51406,1.44035
51407,1.53034
51408,2.16522
51409,2.25857
51410,1.41150
51411,1.71484
51412,2.16470
51413,1.53900
51414,1.78161
51415,1.97634
51416,1.25494
51417,2.18281
51418,2.04662
51419,1.53001
51420,2.41190
51421,2.17097
51422,2.07083
51423,1.91329
51424,1.88579
51425,1.70882
51426,2.11902
51427,1.81621
51428,2.18102
51429,0.93322
51430,1.59290
51431,1.83013
51432,1.29703
51433,1.78018
51434,2.24510
51435,1.73279
51436,1.95193
51437,1.30048
51438,2.29130
51439,1.72572
51440,2.02254
51441,2.12666
51442,1.97478
51443,1.82523
51444,1.75817
51445,1.62918
51446,2.17877
51447,1.69675
51448,1.78067
51449,1.69001
51450,2.40692
51451,1.61928
51452,1.21924
51453,1.77336
51454,1.77201
51455,1.39713
51456,1.63849
51457,1.79658
51458,2.24953
51459,1.97783
51460,2.36020
51461,2.14221
51462,2.46335
51463,1.76323
51464,1.99406
51465,2.16848
51466,1.80190
51467,1.77355
51468,2.25795
51469,2.30023
51470,1.94099
51471,2.29303
51472,2.36620
51473,1.62394
51474,2.18843
51475,2.45156
51476,1.57307
51477,2.50185
51478,1.67129
51479,1.47926
51480,2.54523
51481,2.13445
51482,1.88153
51483,1.58079
51484,1.56847
51485,1.87118
51486,1.70068
51487,1.64841
51488,2.64383
51489,1.63528
51490,2.05167
51491,2.11401
51492,1.81490
51493,1.73818
51494,1.33640
51495,1.10437
51496,1.66863
51497,1.80183
51498,2.04155
51499,2.07931
51500,2.37483
51501,1.60825
51502,2.15301
51503,2.37611
51504,2.15151
51505,1.56421
51506,1.05724
51507,1.73733
51508,1.59790
51509,1.41271
51510,1.54663
51511,1.98755
51512,1.74963
51513,2.03993
51514,1.72939
51515,2.25255
51516,1.72537
51517,1.46432
51518,1.85690
51519,2.02242
51520,1.63149
51521,2.00582
51522,1.48391
51523,1.63626
51524,2.10292
51525,1.93542
51526,1.43154
51527,1.52577
51528,1.90136
51529,2.26293
51530,1.73594
51531,1.95850
51532,1.70389
51533,2.24826
51534,1.53715
51535,2.24445
51536,1.73098
51537,1.34888
51538,2.03301
51539,1.74222
51540,2.17183
51541,1.37460
51542,2.08708
51543,1.72105
51544,2.03335
51545,1.85707
51546,2.10032
51547,2.37161
51548,1.87509
51549,1.75363
51550,1.46842
51551,1.42112
51552,1.23425
51553,2.14593
51554,2.02018
51555,1.49005
51556,1.59295
51557,2.24158
51558,1.51925
51559,1.93967
51560,1.51073
51561,1.91834
51562,1.95669
51563,1.74413
51564,1.54728
51565,2.07239
51566,1.72703
51567,1.91849
51568,2.43447
51569,1.77247
51570,1.67013
51571,1.41901
51572,2.35913
51573,1.85224
51574,1.54215
51575,1.33506
51576,1.69952
51577,1.92741
51578,1.24765
51579,1.70572
51580,1.58095
51581,2.23910
51582,1.29818
51583,1.09340
51584,1.49093
51585,2.17839
51586,2.19435
51587,2.06552
51588,1.31255
51589,2.08192
51590,1.72505
51591,2.02592
51592,1.97351
51593,1.40881
51594,1.06050
51595,2.04736
51596,1.28946
51597,2.24094
51598,1.78911
51599,2.12388
51600,2.40259
51601,2.05798
51602,1.37758
51603,1.40059
51604,2.02604
51605,2.05275
51606,1.59770
51607,1.90493
51608,1.57712
51609,1.31320
51610,1.79131
51611,1.29449
51612,1.75831
51613,2.06439
51614,2.20512
51615,1.99509
51616,2.76271
51617,1.23941
51618,1.93706
51619,1.41064
51620,1.45646
51621,1.58397
51622,2.17409
51623,2.49438
51624,1.52245
51625,2.03783
51626,1.38566
51627,1.57575
51628,1.42922
51629,1.66033
51630,1.57407
51631,1.76853
51632,1.27626
51633,1.62268
51634,1.44961
51635,2.43480
51636,1.61495
51637,1.94860
51638,2.57091
51639,1.47366
51640,1.33796
51641,1.55643
51642,2.09800
51643,2.19456
51644,1.60401
51645,1.91347
51646,1.63090
51647,1.71118
51648,1.75144
51649,2.39509
51650,1.84829
51651,2.20868
51652,1.72533
51653,1.74831
51654,1.48654
51655,1.25604
51656,2.37666
51657,1.94023
51658,1.53643
51659,1.96469
51660,2.22358
51661,1.45005
51662,2.30620
51663,1.85068
51664,1.75285
51665,1.58414
51666,1.26918
51667,1.96841
51668,1.41897
51669,1.47719
51670,1.64528
51671,2.27845
51672,2.02568
51673,2.10195
51674,1.44535
51675,2.10893
51676,2.10895
51677,1.46702
51678,1.99748
51679,1.95122
51680,2.01869
51681,1.83248
51682,2.54700
51683,1.73570
51684,2.27641
51685,1.82363
51686,2.01509
51687,1.45904
51688,2.12196
51689,1.97374
51690,1.63627
51691,1.39963
51692,2.08002
51693,2.11362
51694,1.93834
51695,1.94366
51696,1.64897
51697,2.08079
51698,1.79816
51699,1.37079
51700,2.05543
51701,1.22679
51702,2.03162
51703,1.53194
51704,2.16168
51705,2.07579
51706,1.48710
51707,2.15620
51708,2.07425
51709,2.26641
51710,1.30279
51711,2.00427
51712,2.13656
51713,1.75996
51714,1.67522
51715,1.61071
51716,1.56966
51717,1.98663
51718,1.26123
51719,1.94646
51720,2.22173
51721,1.60380
51722,2.20697
51723,1.75459
51724,1.34854
51725,1.58520
51726,1.43544
51727,1.55533
51728,1.63488
51729,2.18287
51730,1.85423
51731,2.22691
51732,1.72445
51733,1.82794
51734,1.92622
51735,1.62666
51736,2.42226
51737,1.85271
51738,2.14191
51739,1.93402
51740,1.53166
51741,1.76561
51742,2.11747
51743,2.06625
51744,2.06666
51745,2.35831
51746,1.57197
51747,1.88108
51748,1.77829
51749,1.35505
51750,1.94559
51751,1.95616
51752,2.19049
51753,2.14348
51754,2.42845
51755,1.76564
51756,1.94933
51757,1.79404
51758,1.85077
51759,1.71839
51760,2.02933
51761,2.26697
51762,2.07942
51763,1.83933
51764,1.97854
51765,1.76841
51766,2.04839
51767,1.90408
51768,2.20674
51769,1.68255
51770,1.76909
51771,1.59732
51772,2.09349
51773,1.73605
51774,2.19184
51775,2.02696
51776,1.24829
51777,1.79719
51778,2.22538
51779,1.36237
51780,1.35663
51781,1.74133
51782,2.43652
51783,1.54620
51784,2.23949
51785,2.41780
51786,2.06724
51787,1.97713
51788,1.93512
51789,1.98738
51790,1.85982
51791,1.50652
51792,2.47626
51793,1.78028
51794,2.16440
51795,2.08686
51796,1.81871
51797,1.19644
51798,1.44054
51799,2.45443
51800,2.38375
51801,1.42119
51802,1.26905
51803,1.62636
51804,1.73903
51805,2.29281
51806,1.76094
51807,1.77421
51808,1.77046
51809,1.66597
51810,1.44304
51811,1.74974
51812,1.64191
51813,2.36460
51814,1.84257
51815,1.65802
51816,2.12779
51817,1.38477
51818,1.62875
51819,1.82845
51820,2.39153
51821,2.23049
51822,1.92709
51823,1.25152
51824,1.60613
51825,2.23348
51826,1.71576
51827,1.11105
51828,1.91533
51829,2.11174
51830,2.42387
51831,2.19673
51832,1.74208
51833,2.10728
51834,1.64656
51835,1.88961
51836,2.44569
51837,1.61863
51838,1.98002
51839,1.98513
51840,2.14234
51841,2.05089
51842,1.66589
51843,1.24804
51844,1.33419
51845,1.80052
51846,2.40130
51847,2.39711
